CaseID,TransactionID,TransactionDate,AccountID,RecipientAccountID,TransactionAmount,Location,BPS_RegionCode,IsFraud,FraudType,AnalystStatus,RecommendedDecision_Seed,ReviewPriority_Seed,SLAHours_Seed,EscalationTeam_Seed,ThreatIntelFlagInt,FraudScore_Probability_Seed,RuleRiskLevel,Split
CASE-000714,TX000714,2024-11-04 8:08:11,AC00382,REC-0078,98.81,Pontianak,6171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1747,low,train
CASE-000715,TX000715,2024-11-04 8:09:48,AC00175,REC-0077,1.87,Bekasi,3275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1697,low,train
CASE-000716,TX000716,2024-11-04 8:08:28,AC00035,REC-0289,78.92,Solo,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1446,low,train
CASE-000717,TX000717,2024-11-04 8:08:57,AC00219,REC-0156,194.29,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2559,medium,train
CASE-000718,TX000718,2024-11-04 8:08:37,AC00416,REC-0044,28.73,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2721,medium,train
CASE-000719,TX000719,2024-11-04 8:10:14,AC00467,REC-0128,105.53,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0862,low,train
CASE-000720,TX000720,2024-11-04 8:08:06,AC00465,REC-0061,737.34,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0694,low,train
CASE-000721,TX000721,2024-11-04 8:10:20,AC00102,REC-0286,237.86,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2526,medium,train
CASE-000722,TX000722,2024-11-04 8:10:16,AC00119,REC-0214,409.61,Samarinda,6472,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4432,medium,test
CASE-000723,TX000723,2024-11-04 8:07:11,AC00418,REC-0116,75.53,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.118,low,train
CASE-000724,TX000724,2024-11-04 8:07:19,AC00237,REC-0268,72.75,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2576,medium,test
CASE-000725,TX000725,2024-11-04 8:08:27,AC00279,REC-0195,39.11,Kendari,7471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1519,low,test
CASE-000726,TX000726,2024-11-04 8:11:14,AC00067,REC-RING008,1309.79,Pontianak,6171,1,Identity Theft,Investigating,hold_for_review,P2,8,KYC Compliance,0,0.6515,high,train
CASE-000727,TX000727,2024-11-04 8:08:16,AC00043,REC-0153,729.38,Denpasar,5171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1821,low,train
CASE-000728,TX000728,2024-11-04 8:07:04,AC00012,REC-0220,137.49,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1942,low,train
CASE-000729,TX000729,2024-11-04 8:08:37,AC00244,REC-0157,504.71,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0665,low,train
CASE-000730,TX000730,2024-11-04 8:07:09,AC00395,REC-0292,371.47,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.067,low,train
CASE-000731,TX000731,2024-11-04 8:10:51,AC00253,REC-0031,430.35,Palu,7271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4662,high,train
CASE-000732,TX000732,2024-11-04 8:08:34,AC00394,REC-0051,230.32,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0965,low,train
CASE-000733,TX000733,2024-11-04 8:11:23,AC00457,REC-0107,121.71,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1887,low,train
CASE-000734,TX000734,2024-11-04 8:06:58,AC00046,REC-0109,98.87,Jakarta Timur,3172,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2503,medium,train
CASE-000735,TX000735,2024-11-04 8:11:13,AC00011,REC-0136,117.55,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.262,medium,train
CASE-000736,TX000736,2024-11-04 8:06:53,AC00045,REC-0042,244.64,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.259,medium,train
CASE-000737,TX000737,2024-11-04 8:07:51,AC00181,REC-0081,321.93,Manado,7171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4744,high,train
CASE-000738,TX000738,2024-11-04 8:07:50,AC_UNK_005,REC-RING009,1092.73,Kendari,7471,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P1,2,ATO Response,1,0.9552,critical,test
CASE-000739,TX000739,2024-11-04 8:07:38,AC00288,REC-0039,283.23,Sorong,9271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1345,low,train
CASE-000740,TX000740,2024-11-04 8:06:58,AC00014,REC-0081,346.65,Bekasi,3275,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3588,medium,train
CASE-000741,TX000741,2024-11-04 8:06:58,AC00153,REC-0002,381.62,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2,low,train
CASE-000742,TX000742,2024-11-04 8:08:15,AC00164,REC-0210,388.65,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1247,low,train
CASE-000743,TX000743,2024-11-04 8:09:03,AC00159,REC-0231,29.22,Surakarta,3372,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3895,medium,test
CASE-000744,TX000744,2024-11-04 8:09:20,AC00360,REC-0241,46.75,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2085,medium,test
CASE-000745,TX000745,2024-11-04 8:11:22,AC00326,REC-0150,348.64,Pekanbaru,1471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1775,low,validation
CASE-000746,TX000746,2024-11-04 8:08:49,AC00110,REC-0017,319.17,Jakarta Barat,3173,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2783,medium,train
CASE-000747,TX000747,2024-11-04 8:07:22,AC00110,REC-0119,73.95,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1399,low,train
CASE-000748,TX000748,2024-11-04 8:08:55,AC00257,REC-0148,389.63,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2679,medium,train
CASE-000749,TX000749,2024-11-04 8:10:08,AC00145,REC-0145,217.61,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1657,low,train
CASE-000750,TX000750,2024-11-04 8:09:14,AC00455,REC-0233,199.84,Tangerang,3603,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3927,medium,train
CASE-000751,TX000751,2024-11-04 8:07:36,AC00282,REC-0037,56.35,Palu,7271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0953,low,validation
CASE-000752,TX000752,2024-11-04 8:09:32,AC00045,REC-0120,248.95,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1675,low,train
CASE-000753,TX000753,2024-11-04 8:06:46,AC00390,REC-0136,142.58,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2296,medium,train
CASE-000754,TX000754,2024-11-04 8:11:32,AC00032,REC-0102,1020.73,Yogyakarta,3471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4262,medium,train
CASE-000755,TX000755,2024-11-04 8:09:31,AC00153,REC-RING009,84.34,Banjarmasin,6371,1,Account Takeover (ATO),Investigating,hold_for_review,P2,8,ATO Response,1,0.7396,high,validation
CASE-000756,TX000756,2024-11-04 8:07:33,AC00460,REC-0116,1607.55,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3234,medium,test
CASE-000757,TX000757,2024-11-04 8:07:50,AC00154,REC-0077,333.78,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.152,low,train
CASE-000758,TX000758,2024-11-04 8:09:05,AC00190,REC-0137,332.59,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1164,low,train
CASE-000759,TX000759,2024-11-04 8:07:18,AC00156,REC-0073,236.81,Bengkulu,1771,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.391,medium,test
CASE-000760,TX000760,2024-11-04 8:09:17,AC00005,REC-0037,417.8,Ambon,8171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1061,low,train
CASE-000761,TX000761,2024-11-04 8:12:18,AC00126,REC-0031,319.27,Surakarta,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2862,medium,train
CASE-000762,TX000762,2024-11-04 8:11:42,AC00201,REC-0085,384.1,Jakarta Timur,3172,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1109,low,train
CASE-000763,TX000763,2024-11-04 8:07:28,AC00165,REC-0158,820.62,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2735,medium,validation
CASE-000764,TX000764,2024-11-04 8:08:36,AC00420,REC-0292,474.77,Depok,3276,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4309,medium,train
CASE-000765,TX000765,2024-11-04 8:08:53,AC00329,REC-0148,542.72,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2635,medium,train
CASE-000766,TX000766,2024-11-04 8:06:48,AC00037,REC-0225,79.8,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0504,low,train
CASE-000767,TX000767,2024-11-04 8:07:24,AC00293,REC-0064,46.24,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0971,low,train
CASE-000768,TX000768,2024-11-04 8:09:18,AC00481,REC-0240,327.8,Pontianak,6171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0811,low,train
CASE-000769,TX000769,2024-11-04 8:12:05,AC00233,REC-0156,445.79,Balikpapan,6471,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.303,medium,train
CASE-000770,TX000770,2024-11-04 8:11:33,AC00235,REC-0207,55.89,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.137,low,test
CASE-000771,TX000771,2024-11-04 8:10:03,AC00324,REC-0140,158.41,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2982,medium,train
CASE-000772,TX000772,2024-11-04 8:09:44,AC00029,REC-0257,101.19,Palembang,1671,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.129,low,train
CASE-000773,TX000773,2024-11-04 8:08:14,AC00093,REC-RING008,827.14,Sorong,9271,1,Account Takeover (ATO),Investigating,hold_for_review,P2,8,ATO Response,1,0.7814,critical,train
CASE-000774,TX000774,2024-11-04 8:10:47,AC00141,REC-0042,61.97,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2088,low,test
CASE-000775,TX000775,2024-11-04 8:06:49,AC00061,REC-0021,27.21,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1753,low,validation
CASE-000776,TX000776,2024-11-04 8:11:52,AC00092,REC-0222,173.74,Jakarta Utara,3175,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3401,medium,train
CASE-000777,TX000777,2024-11-04 8:10:30,AC00354,REC-0166,176.11,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0677,low,train
CASE-000778,TX000778,2024-11-04 8:09:41,AC00358,REC-0129,88.4,Yogyakarta,3471,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.5049,high,train
CASE-000779,TX000779,2024-11-04 8:12:12,AC00078,REC-0014,567.92,Kendari,7471,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.3765,medium,validation
CASE-000780,TX000780,2024-11-04 8:07:04,AC00013,REC-0047,138.11,Jakarta Selatan,3174,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1424,low,train
CASE-000781,TX000781,2024-11-04 8:09:29,AC00030,REC-0118,456.93,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0937,low,train
CASE-000782,TX000782,2024-11-04 8:12:22,AC00074,REC-0295,101.42,Banda Aceh,1171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.173,low,train
CASE-000783,TX000783,2024-11-04 8:11:56,AC00399,REC-0011,300.61,Sorong,9271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1399,low,train
CASE-000784,TX000784,2024-11-04 8:06:37,AC00323,REC-0138,265.94,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1174,low,train
CASE-000785,TX000785,2024-11-04 8:11:09,AC00107,REC-0296,345.54,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4153,medium,test
CASE-000786,TX000786,2024-11-04 8:09:13,AC00211,REC-0021,411.52,Denpasar,5171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4212,medium,train
CASE-000787,TX000787,2024-11-04 8:12:12,AC00297,REC-0090,111.21,Semarang,3374,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4161,medium,train
CASE-000788,TX000788,2024-11-04 8:08:00,AC00102,REC-0241,316.37,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2499,medium,test
CASE-000789,TX000789,2024-11-04 8:08:49,AC00196,REC-0266,260.63,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0679,low,train
CASE-000790,TX000790,2024-11-04 8:07:55,AC00342,REC-0227,92.36,Tangerang,3603,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1712,low,train
CASE-000791,TX000791,2024-11-04 8:10:23,AC00027,REC-0143,262.06,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1563,low,test
CASE-000792,TX000792,2024-11-04 8:08:31,AC00339,REC-0093,64.5,Palembang,1671,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3037,medium,validation
CASE-000793,TX000793,2024-11-04 8:09:12,AC00468,REC-0224,253.55,Solo,3372,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P1,2,ATO Response,1,0.9478,critical,train
CASE-000794,TX000794,2024-11-04 8:10:10,AC00262,REC-0252,211.36,Manado,7171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3448,medium,validation
CASE-000795,TX000795,2024-11-04 8:07:11,AC00425,REC-0047,175.94,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1303,low,train
CASE-000796,TX000796,2024-11-04 8:07:22,AC00161,REC-0241,199.47,Jakarta Timur,3172,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4119,medium,train
CASE-000797,TX000797,2024-11-04 8:12:12,AC00417,REC-0179,51.07,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1199,low,train
CASE-000798,TX000798,2024-11-04 8:09:18,AC00208,REC-0210,435.86,Solo,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2015,low,validation
CASE-000799,TX000799,2024-11-04 8:08:26,AC00304,REC-0171,74.73,Solo,3372,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4406,medium,train
CASE-000800,TX000800,2024-11-04 8:06:54,AC00166,REC-RING002,182.79,Jambi,1571,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P2,8,ATO Response,1,0.736,high,train
CASE-000801,TX000801,2024-11-04 8:07:32,AC00279,REC-0083,628.36,Bogor,3271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0739,low,test
CASE-000802,TX000802,2024-11-04 8:11:45,AC00114,REC-0169,268.39,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0679,low,train
CASE-000803,TX000803,2024-11-04 8:07:35,AC00411,REC-0211,362.27,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2636,medium,validation
CASE-000804,TX000804,2024-11-04 8:10:51,AC00380,REC-0254,560.15,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1845,low,train
CASE-000805,TX000805,2024-11-04 8:11:23,AC00272,REC-0148,351.99,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2072,low,test
CASE-000806,TX000806,2024-11-04 8:10:05,AC00202,REC-0206,132.36,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2825,medium,train
CASE-000807,TX000807,2024-11-04 8:07:20,AC00053,REC-0282,24.77,Manado,7171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3317,medium,train
CASE-000808,TX000808,2024-11-04 8:06:29,AC00316,REC-RING002,668.67,Jakarta Timur,3172,1,Account Takeover (ATO),Escalated,escalate_to_investigation,P1,2,ATO Response,1,0.7439,critical,train
CASE-000809,TX000809,2024-11-04 8:12:13,AC00422,REC-0162,80.24,Kupang,5371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.087,low,train
CASE-000810,TX000810,2024-11-04 8:11:35,AC00083,REC-0130,8.65,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1804,low,validation
CASE-000811,TX000811,2024-11-04 8:07:06,AC00125,REC-0166,178.91,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1699,low,validation
CASE-000812,TX000812,2024-11-04 8:09:07,AC00227,REC-0060,115.22,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0806,low,train
CASE-000813,TX000813,2024-11-04 8:08:21,AC00292,REC-0207,161.63,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1813,low,train
CASE-000814,TX000814,2024-11-04 8:08:27,AC00319,REC-0264,542.75,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0824,low,train
CASE-000815,TX000815,2024-11-04 8:07:58,AC00431,REC-0001,317.47,Jayapura,9471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0793,low,train
CASE-000816,TX000816,2024-11-04 8:07:24,AC00365,REC-0278,280.99,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1828,low,validation
CASE-000817,TX000817,2024-11-04 8:07:26,AC00050,REC-0237,24.19,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P2,8,Transaction Monitoring,1,0.565,high,train
CASE-000818,TX000818,2024-11-04 8:12:18,AC00129,REC-0212,586.85,Semarang,3374,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5011,high,train
CASE-000819,TX000819,2024-11-04 8:06:34,AC00366,REC-0028,372.41,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1818,low,train
CASE-000820,TX000820,2024-11-04 8:07:18,AC00452,REC-0097,211.36,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1465,low,test
CASE-000821,TX002519,2024-11-04 8:10:03,AC00339,REC-0266,383.69,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.163,low,train
CASE-000822,TX000822,2024-11-04 8:07:43,AC00389,REC-0186,247.17,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2109,low,train
CASE-000823,TX000823,2024-11-04 8:10:11,AC00188,REC-0256,48.78,Samarinda,6472,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0659,low,test
CASE-000824,TX000824,2024-11-04 8:09:48,AC00039,REC-0227,4.15,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2021,medium,validation
CASE-000825,TX000825,2024-11-04 8:07:51,AC00319,REC-0027,60.99,Bengkulu,1771,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1285,low,train
CASE-000826,TX000826,2024-11-04 8:08:29,AC00077,REC-0105,408.19,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0957,low,train
CASE-000827,TX000827,2024-11-04 8:09:46,AC00131,REC-0137,524.6,Sorong,9271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0958,low,train
CASE-000828,TX000828,2024-11-04 8:06:40,AC00180,REC-0282,108.96,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1721,low,train
CASE-000829,TX000829,2024-11-04 8:07:55,AC00249,REC-0068,70.03,Manado,7171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2854,medium,test
CASE-000830,TX002520,2024-11-04 8:11:28,AC00454,REC-0148,124.84,Jambi,1571,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4282,high,train
CASE-000831,TX000831,2024-11-04 8:08:07,AC00076,REC-0225,324.04,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1849,low,train
CASE-000832,TX000832,2024-11-04 8:07:44,AC00386,REC-0249,39.69,Bogor,3271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.374,medium,train
CASE-000833,TX000833,2024-11-04 8:11:00,AC00444,REC-0063,157.7,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0668,low,validation
CASE-000834,TX000834,2024-11-04 8:10:47,AC00307,REC-0015,81.27,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0855,low,train
CASE-000835,TX000835,2024-11-04 8:12:09,AC00397,REC-0123,193.82,Samarinda,6472,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4762,high,train
CASE-000836,TX000836,2024-11-04 8:08:04,AC00078,REC-0082,16.73,Medan,1275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0726,low,validation
CASE-000837,TX000837,2024-11-04 8:10:46,AC00348,REC-0160,474.05,Pekanbaru,1471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4068,medium,train
CASE-000838,TX000838,2024-11-04 8:11:52,AC00169,REC-0283,39.21,Padang,1371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.5307,high,train
CASE-000839,TX000839,2024-11-04 8:08:51,AC00007,REC-0008,637.75,Tangerang,3603,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1409,low,train
CASE-000840,TX000840,2024-11-04 8:09:43,AC00009,REC-0283,153.59,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1666,low,train
CASE-000841,TX000841,2024-11-04 8:10:37,AC00065,REC-0209,186.6,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1426,low,train
CASE-000842,TX000842,2024-11-04 8:07:18,AC00362,REC-0048,644.08,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2559,medium,train
CASE-000843,TX000843,2024-11-04 8:07:45,AC00444,REC-0116,226.66,Medan,1275,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4588,medium,validation
CASE-000844,TX000844,2024-11-04 8:06:50,AC00106,REC-0059,305.0,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2527,medium,train
CASE-000845,TX000845,2024-11-04 8:11:39,AC00241,REC-0237,233.1,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1783,low,train
CASE-000846,TX000846,2024-11-04 8:09:45,AC00092,REC-0061,793.13,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1041,low,train
CASE-000847,TX000847,2024-11-04 8:07:34,AC00173,REC-0079,224.19,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2545,low,test
CASE-000848,TX000848,2024-11-04 8:11:45,AC00363,REC-0256,214.83,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1163,low,train
