TransactionID,FraudScore_Probability_Seed,PredictedRiskLevel_Seed,IsFraud,TopFeature1,TopFeature1Value,TopFeature1Contribution_Seed,TopReason1_ID,TopFeature2,TopFeature2Value,TopFeature2Contribution_Seed,TopReason2_ID,TopFeature3,TopFeature3Value,TopFeature3Contribution_Seed,TopReason3_ID
TX000866,0.1158,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000867,0.3014,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000868,0.1648,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000869,0.2404,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000870,0.1738,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000871,0.462,high,0,AmountToBalanceRatio,0.9611,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000872,0.0698,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000873,0.1931,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000874,0.1766,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000875,0.2077,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000876,0.126,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000877,0.1747,low,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000878,0.1695,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000879,0.2924,medium,0,TransactionAmountZScore,2.7912,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX000880,0.3743,medium,0,TransactionDuration,14.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX000881,0.1006,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000882,0.1987,low,0,TransactionDuration,28.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000883,0.1472,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000884,0.7057,high,1,AmountToBalanceRatio,1.334,0.22,Nominal mendekati saldo akun,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8.0,0.12,Rekening penerima terhubung banyak pengirim
TX000885,0.1477,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000886,0.5022,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9.0,0.08,Device dipakai oleh banyak akun
TX000887,0.2061,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000888,0.1642,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000889,0.4325,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,27.0,0.08,Device dipakai oleh banyak akun
TX000890,0.0524,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000891,0.0742,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000892,0.1611,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000893,0.0848,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000894,0.256,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000895,0.4072,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8.0,0.08,Device dipakai oleh banyak akun
TX000896,0.2812,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000897,0.1581,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000898,0.2334,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000899,0.867,critical,1,AmountToBalanceRatio,1.7809,0.22,Nominal mendekati saldo akun,LoginAttempts,4.0,0.192,Banyak percobaan login,TransactionAmountZScore,4.2453,0.12,Nominal transaksi outlier
TX000900,0.1366,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000901,0.5047,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX000902,0.0976,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000903,0.0913,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000904,0.2947,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000905,0.1594,low,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000906,0.5465,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,17,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000907,0.1694,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000908,0.1431,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000909,0.2567,medium,0,RecipientUniqueSendersTotal,15,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000910,0.3881,medium,0,LoginAttempts,4.0,0.192,Banyak percobaan login,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000911,0.0762,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000912,0.1849,low,0,RecipientUniqueSendersTotal,19,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000913,0.1889,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000914,0.0794,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000915,0.1997,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000916,0.2039,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000917,0.3709,medium,0,LoginAttempts,4.0,0.192,Banyak percobaan login,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000918,0.4282,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000919,0.2091,low,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000920,0.048,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000921,0.2471,medium,0,RecipientUniqueSendersTotal,14,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000922,0.1533,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX002521,0.178,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000924,0.0807,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000925,0.3308,medium,0,LoginAttempts,3.0,0.144,Banyak percobaan login,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000926,0.2221,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000927,0.4108,medium,0,LoginAttempts,3.0,0.144,Banyak percobaan login,RecipientUniqueSendersTotal,14,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX000928,0.1853,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000929,0.4092,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000930,0.1769,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000931,0.1752,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000932,0.1062,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000933,0.3641,medium,0,LoginAttempts,4.0,0.192,Banyak percobaan login,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000934,0.4162,medium,0,TransactionDuration,10.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000935,0.4627,high,0,AmountToBalanceRatio,4.9232,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000936,0.3497,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000937,0.3062,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000938,0.2528,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000939,0.5185,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX000940,0.1966,low,0,TransactionDuration,26.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000941,0.1003,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000942,0.1172,low,0,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000943,0.2673,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000944,0.205,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000945,0.2622,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000946,0.1661,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000947,0.1834,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000948,0.1817,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000949,0.1846,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000950,0.3238,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,27.0,0.08,Device dipakai oleh banyak akun
TX000951,0.2119,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000952,0.2663,medium,0,AmountToBalanceRatio,0.8532,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000953,0.3469,medium,0,TransactionDuration,25.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8.0,0.08,Device dipakai oleh banyak akun
TX000954,0.3859,medium,0,LoginAttempts,5.0,0.24,Banyak percobaan login,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX000955,0.1572,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000956,0.2893,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000957,0.2429,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000958,0.3111,medium,0,TransactionDuration,22.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX000959,0.415,medium,0,LoginAttempts,3.0,0.144,Banyak percobaan login,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX000960,0.5052,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,27.0,0.08,Device dipakai oleh banyak akun
TX000961,0.2954,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000962,0.5783,high,0,LoginAttempts,5.0,0.24,Banyak percobaan login,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX000963,0.4699,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,14,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX000964,0.0923,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000965,0.1741,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000966,0.1409,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX000967,0.1686,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX000968,0.0764,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
